FBgn_ID,Gene_name,FBgn_alias,CG_ID,CG_alias,tau,Age_classification
FBgn0085462,CG34433,FBgn0039794,CG34433,CG15541,0.916,mel-subgroup
FBgn0085464,CG34435,FBgn0029776,CG34435,"CG17763,CG15780",0.951,mel-subgroup
FBgn0085465,CG34436,FBgn0039574,CG34436,CG16918,0.865,mel-subgroup
FBgn0085466,CG34437,FBgn0039574,CG34437,CG16918,0.763,mel-subgroup
FBgn0085468,ND-MWFE,"FBgn0061377,FBgn0033795,FBgn0050057,FBgn0033797",CG34439,"CG13328,CG30057,CG17054",0.307,Eukaryota
FBgn0085470,lmgB,FBgn0029004,CG34441,CG18042,0.316,Pan-drosophilid
FBgn0085478,CG34449,"FBgn0030129,FBgn0030128,FBgn0003058,FBgn0030127,FBgn0052705",CG34449,"CG32705,CG17251,CG15372,CG12136",0.336,Bilateria
FBgn0085479,CG34450,"FBgn0030129,FBgn0003058,FBgn0030128,FBgn0030127,FBgn0052705",CG34450,"CG32705,CG12136",0.875,Diptera
FBgn0085484,Pdxk,FBgn0035979,CG34455,CG4446,0.467,Cellular_Organisms
FBgn0085485,CG34456,FBgn0035979,CG34456,CG4446,0.753,Cellular_Organisms
FBgn0085486,CG34457,FBgn0034147,CG34457,CG5197,0.874,mel-group
FBgn0085487,CG34458,FBgn0034147,CG34458,CG5197,0.945,mel-group
FBgn0085488,CG34459,FBgn0034161,CG34459,CG6301,0.871,mel-group
FBgn0085489,CG34460,FBgn0034161,CG34460,CG6301,0.907,mel-group
FBgn0085506,CG40635,,CG40635,,0.573,mel-subgroup
FBgn0085521,CG40813,,CG40813,,0.94,mel-complex
FBgn0085599,CG41284,,CG41284,,0.715,mel-only
FBgn0085692,CG41561,,CG41561,,0.344,mel-only
FBgn0085693,CG41562,,CG41562,,0.935,mel-only
FBgn0085736,CG40472,FBgn0058472,CG40472,,0.395,mel-subgroup
FBgn0086129,snama,"FBgn0027522,FBgn0028594",CG3231,,0.308,Eukaryota
FBgn0086130,Dbp21E2,"FBgn0069404,FBgn0031280",CG3561,,0.354,Eukaryota
FBgn0086134,Prosalpha2,"FBgn0010405,FBgn0024727",CG5266,,0.276,Eukaryota
FBgn0086251,del,"FBgn0032920,FBgn0000429",CG9252,,0.537,Pan-drosophilid
FBgn0086253,rumi,"FBgn0084416,FBgn0051152,FBgn0039021",CG31152,CG17138,0.419,Diptera
FBgn0086254,CG6084,"FBgn0036182,FBgn0017641",CG6084,,0.335,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0086265,psd,"FBgn0000646,FBgn0031755,FBgn0064929",CG9050,,0.9,Pan-drosophilid
FBgn0086266,Vm26Ac,"FBgn0000647,FBgn0031754",CG13997,,0.92,Pan-drosophilid
FBgn0086346,ALiX,"FBgn0065037,FBgn0039541",CG12876,,0.266,Eukaryota
FBgn0086347,Myo31DF,"FBgn0011673,FBgn0064139",CG7438,,0.335,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0086348,se,"FBgn0003351,FBgn0035905",CG6781,,0.755,Diptera
FBgn0086350,tef,"FBgn0043472,FBgn0021831,FBgn0034185",CG8961,,0.483,Pan-drosophilid
FBgn0086355,Tpi,"FBgn0003738,FBgn0063906",CG2171,,0.422,Cellular_Organisms
FBgn0086356,tum,"FBgn0028559,FBgn0033881",CG13345,,0.427,Bilateria
FBgn0086357,Sec61alpha,"FBgn0026571,FBgn0069450,FBgn0019697,FBgn0031819,FBgn0047201,FBgn0062125,FBgn0062178",CG9539,,0.222,Cellular_Organisms
FBgn0086358,Tab2,"FBgn0034431,FBgn0043901",CG7417,,0.358,Pan-drosophilid
FBgn0086359,Invadolysin,"FBgn0082644,FBgn0002478,FBgn0037793",CG3953,,0.442,Eukaryota
FBgn0086361,alph,"FBgn0084988,FBgn0043570,FBgn0039672",CG1906,,0.231,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0086362,spn-F,"FBgn0039837,FBgn0060468,FBgn0003484",CG12114,,0.568,Diptera
FBgn0086365,Orct2,"FBgn0029146,FBgn0062704,FBgn0039176",CG13610,,0.578,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0086367,t,"FBgn0003662,FBgn0030106",CG12120,,0.714,Eukaryota
FBgn0086368,tw,"FBgn0003898,FBgn0025618",CG12311,,0.67,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0086370,sra,"FBgn0020250,FBgn0010860,FBgn0026629,FBgn0046492,FBgn0061526",CG6072,,0.44,Bilateria
FBgn0086371,poly,"FBgn0014374,FBgn0010858,FBgn0002506,FBgn0004732,FBgn0023020,FBgn0038141",CG9829,,0.403,Diptera
FBgn0086372,lap,"FBgn0026210,FBgn0062670,FBgn0011467,FBgn0026062,FBgn0047251",CG2520,,0.294,Eukaryota
FBgn0086378,Alg-2,"FBgn0039995,FBgn0065036,FBgn0058410",CG40410,CG17661,0.345,Eukaryota
FBgn0086384,Mer,"FBgn0013951,FBgn0070004,FBgn0014341",CG14228,,0.346,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0086408,stl,"FBgn0003529,FBgn0034778,FBgn0000946,FBgn0062482",CG3622,,0.817,Diptera
FBgn0086442,mib2,"FBgn0032742,FBgn0002024",CG17492,,0.463,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0086443,Aats-asn,"FBgn0027092,FBgn0002029,FBgn0028492",CG10687,,0.416,Cellular_Organisms
FBgn0086444,l(2)37Cb,"FBgn0002030,FBgn0032759",CG10689,,0.405,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0086445,l(2)37Cd,"FBgn0002032,FBgn0032760",CG10563,,0.421,Eukaryota
FBgn0086446,DCTN6-p27,"FBgn0002033,FBgn0032761",CG17347,,0.336,Eukaryota
FBgn0086447,l(2)37Cg,"FBgn0002035,FBgn0032762",CG10685,,0.415,Eukaryota
FBgn0086448,Gpi1,"FBgn0042713,FBgn0001537,FBgn0052578,FBgn0063603",CG32578,,0.405,Eukaryota
FBgn0086450,su(r),"FBgn0003574,FBgn0016718",CG2194,,0.551,Cellular_Organisms
FBgn0086451,l(2)k09022,"FBgn0031864,FBgn0022017,FBgn0062204",CG10805,,0.394,Eukaryota
FBgn0086472,RpS25,"FBgn0010413,FBgn0005282,FBgn0002621,FBgn0025297",CG6684,,0.121,Eukaryota
FBgn0086532,Spt-I,"FBgn0065392,FBgn0033800",CG4016,,0.325,Eukaryota
FBgn0086558,Ubi-p5E,"FBgn0014439,FBgn0052744,FBgn0029855",CG32744,CG18282,0.265,Eukaryota
FBgn0086604,CG12484,"FBgn0053041,FBgn0050143,FBgn0034508",CG12484,"CG33041,CG30143",0.799,Diptera
FBgn0086605,CG9853,"FBgn0037243,FBgn0084030,FBgn0046267",CG9853,CG41469,0.383,Eukaryota
FBgn0086610,CG33342,"FBgn0082651,FBgn0053342",CG33342,,0.949,mel-group
FBgn0086611,Lcp65Ag3,"FBgn0023195,FBgn0042120",CG18779,,0.86,Pan-drosophilid
FBgn0086613,Ino80,"FBgn0051212,FBgn0066103,FBgn0038696,FBgn0038699,FBgn0038703",CG31212,"CG3602,CG18491,CG14279",0.425,Eukaryota
FBgn0086655,jing,"FBgn0041145,FBgn0010347,FBgn0010475,FBgn0026656,FBgn0033077",CG9397,CG9403,0.52,Bilateria
FBgn0086656,shrb,"FBgn0033385,FBgn0028565,FBgn0062188",CG8055,,0.204,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0086657,IKKepsilon,"FBgn0025164,FBgn0028633,FBgn0043071",CG2615,,0.396,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0086673,CG13272,"FBgn0032607,FBgn0053312",CG13272,CG33312,0.88,Pan-drosophilid
FBgn0086674,Tango13,"FBgn0040865,FBgn0052632,FBgn0052629,FBgn0030497,FBgn0030498",CG32632,"CG15758,CG32629,CG1573,CG15759",0.513,Cellular_Organisms
FBgn0086675,fne,"FBgn0040222,FBgn0047242,FBgn0030436,FBgn0045795,FBgn0052646,FBgn0063046",CG4396,CR32646,0.776,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0086676,spin,"FBgn0004571,FBgn0014134,FBgn0028602,FBgn0010657,FBgn0015991,FBgn0021981,FBgn0034078,FBgn0061174",CG8428,,0.291,Cellular_Organisms
FBgn0086677,jeb,"FBgn0033681,FBgn0065792,FBgn0022161,FBgn0040761,FBgn0050040",CG30040,"CG13182,CG13180",0.8,Pan-drosophilid
FBgn0086679,p,"FBgn0037605,FBgn0003029",CG9770,,0.315,Bilateria
FBgn0086680,vvl,"FBgn0003995,FBgn0010170,FBgn0000285,FBgn0003146,FBgn0011727",CG10037,,0.613,Bilateria
FBgn0086681,Mst36Fa,"FBgn0051801,FBgn0015264,FBgn0032695",CG31801,CG15165,0.829,Pan-drosophilid
FBgn0086683,Spf45,"FBgn0040024,FBgn0062542",CG17540,,0.251,Eukaryota
FBgn0086686,l(3)L1231,"FBgn0026578,FBgn0038249,FBgn0024535",CG7832,,0.188,Diptera
FBgn0086687,Desat1,"FBgn0023016,FBgn0061714,FBgn0061710,FBgn0043785,FBgn0017619,FBgn0043044",CG5887,,0.331,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0086690,Plp,"FBgn0011807,FBgn0053957,FBgn0036475,FBgn0036473,FBgn0036472",CG33957,"CG6735,CG13459,CG18648",0.371,Diptera
FBgn0086691,UK114,"FBgn0028510,FBgn0063211,FBgn0082297",CG15261,,0.49,Cellular_Organisms
FBgn0086693,iav,"FBgn0029904,FBgn0001246",CG4536,,0.812,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0086694,Bre1,"FBgn0035637,FBgn0010756",CG10542,,0.388,Bilateria
FBgn0086695,hd,"FBgn0037316,FBgn0001008,FBgn0025926,FBgn0013578",CG2669,,0.621,Eukaryota
FBgn0086698,frtz,"FBgn0031358,FBgn0020302,FBgn0062241",CG17657,,0.425,Bilateria
FBgn0086704,stops,"FBgn0051006,FBgn0039824,FBgn0039823,FBgn0039822,FBgn0026167",CG31006,"CG15559,CG15558,CG15557",0.768,Diptera
FBgn0086706,pix,"FBgn0035946,FBgn0045819,FBgn0064145",CG5651,,0.265,Cellular_Organisms
FBgn0086707,ncm,"FBgn0065582,FBgn0032678",CG12750,,0.393,Eukaryota
FBgn0086708,stv,"FBgn0010720,FBgn0036371,FBgn0036370,FBgn0052130",CG32130,"CG14108,CG10745",0.654,Pan-drosophilid
FBgn0086710,RpL30,"FBgn0065884,FBgn0010478,FBgn0062959,FBgn0047143,FBgn0032738,FBgn0025257,FBgn0015745",CG10652,,0.158,Cellular_Organisms
FBgn0086711,mol,"FBgn0065471,FBgn0051834,FBgn0040981,FBgn0027871,FBgn0001972,FBgn0028528",CG4482,CG15268,0.623,Bilateria
FBgn0086712,Egm,"FBgn0033637,FBgn0021848,FBgn0019818",CG9006,,0.394,Bilateria
FBgn0086757,cbs,"FBgn0026256,FBgn0033840",CG4840,,0.406,Bilateria
FBgn0086758,chinmo,"FBgn0082597,FBgn0010566,FBgn0051666,FBgn0031353,FBgn0031354,FBgn0031355",CG31666,"CG10871,CG17156,CG17649",0.538,Diptera
FBgn0086768,Pcmt,"FBgn0015276,FBgn0015280,FBgn0022769",CG2152,,0.418,Cellular_Organisms
FBgn0086778,nAChRalpha7,"FBgn0005396,FBgn0001102,FBgn0001290,FBgn0031013,FBgn0052538,FBgn0031014",CG32538,"CG8109,CG8082",0.795,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0086779,step,"FBgn0032960,FBgn0040518,FBgn0022057,FBgn0065842",CG11628,CG11633,0.237,Eukaryota
FBgn0086782,amn,"FBgn0000076,FBgn0015274",CG11937,,0.495,Pan-drosophilid
FBgn0086784,stmA,"FBgn0003530,FBgn0025937,FBgn0060295",CG8739,,0.391,Eukaryota
FBgn0086785,Vps36,"FBgn0036375,FBgn0024559",CG10711,,0.487,Eukaryota
FBgn0086855,CG17078,"FBgn0031243,FBgn0017441",CG17078,,0.35,Bilateria
FBgn0086856,CG11555,"FBgn0031241,FBgn0017442",CG11555,,0.267,Pan-drosophilid
FBgn0086895,pea,"FBgn0011228,FBgn0033898",CG8241,,0.394,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0086898,dgo,"FBgn0062366,FBgn0062672,FBgn0033552",CG12342,,0.565,Bilateria
FBgn0086900,Cpr65Ax1,"FBgn0085299,FBgn0042115",CG34270,CG18774,0.884,mel-only
FBgn0086901,cv-c,"FBgn0086696,FBgn0010910,FBgn0051319,FBgn0040560,FBgn0038227,FBgn0038228,FBgn0051330,FBgn0000397,FBgn0038231,FBgn0038232,FBgn0085418,FBgn0038226",CG34389,"CG14846,CG31319,CG14847,CG31330,CG8480,CG14845,CG14848,CG14849",0.349,Diptera
FBgn0086904,Nacalpha,"FBgn0017565,FBgn0010571",CG8759,,0.211,Eukaryota
FBgn0086906,sls,"FBgn0003432,FBgn0002186,FBgn0010396,FBgn0010850,FBgn0011512,FBgn0015898,FBgn0020409,FBgn0024279,FBgn0035301,FBgn0035302,FBgn0042183,FBgn0028238",CG1915,"CG18242,CG18857,CG18245",0.619,Cellular_Organisms
FBgn0086907,Cyt-c-d,"FBgn0000408,FBgn0011213",CG13263,,0.698,Pan-drosophilid
FBgn0086909,CG31751,"FBgn0051751,FBgn0032696,FBgn0032697,FBgn0023099",CG31751,"CG15164,CG15163",0.454,Bilateria
FBgn0086912,mbm,"FBgn0002687,FBgn0031242",CG11604,,0.369,Pan-drosophilid
FBgn0086913,Rab26,"FBgn0037072,FBgn0052439,FBgn0085439",CG34410,"CG7605,CG32439",0.823,Bilateria
FBgn0086915,Mst77F,"FBgn0000093,FBgn0002839",CG3354,,0.763,Pan-drosophilid
FBgn0086916,snky,"FBgn0011714,FBgn0013665,FBgn0036347",CG11281,,0.908,Bilateria
FBgn0087002,Rfabg,"FBgn0016724,FBgn0021778",CG11064,,0.538,Diptera
FBgn0087005,rtp,"FBgn0037302,FBgn0020322,FBgn0086684",CG10233,,0.7,Bilateria
FBgn0087007,bbg,"FBgn0036425,FBgn0036424,FBgn0024488",CG42230,"CG9598,CG9587",0.637,Diptera
FBgn0087008,e(y)3,"FBgn0000619,FBgn0027204,FBgn0027235,FBgn0027245,FBgn0028301,FBgn0031046,FBgn0026680",CG12238,,0.377,Bilateria
FBgn0087011,CG41520,"FBgn0085665,FBgn0058067,FBgn0039962,FBgn0058109",CG41520,"CG17443,CG40067,CG40109",0.625,Bilateria
FBgn0087012,5-HT2A,"FBgn0013743,FBgn0025495",CG1056,,0.772,Bilateria
FBgn0087013,Karybeta3,"FBgn0011341,FBgn0025493",CG1059,,0.236,Eukaryota
FBgn0087021,Spc25,"FBgn0002349,FBgn0040494,FBgn0038094,FBgn0069190",CG7242,,0.42,Pan-drosophilid
FBgn0087035,AGO2,"FBgn0046812,FBgn0036508,FBgn0040803,FBgn0004891",CG7439,CG13452,0.161,Dipteran
FBgn0087039,Sbp2,"FBgn0045076,FBgn0035869",CG7066,,0.314,Bilateria
FBgn0087040,alphaTub67C,"FBgn0001055,FBgn0004236,FBgn0001067,FBgn0003883",CG8308,,0.837,Eukaryota
FBgn0243486,rdo,"FBgn0003220,FBgn0032661",CG15151,,0.681,Bilateria
FBgn0243511,psidin,"FBgn0043894,FBgn0038764",CG4845,,0.567,Eukaryota
FBgn0243512,puc,"FBgn0011600,FBgn0004210,FBgn0011369",CG7850,,0.288,Bilateria
FBgn0243513,cnir,"FBgn0064188,FBgn0031499",CG17262,,0.392,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0243514,eater,"FBgn0082595,FBgn0039484",CG6124,,0.687,Diptera
FBgn0243516,Vrp1,"FBgn0034695,FBgn0086255",CG13503,,0.528,Eukaryota
FBgn0243586,Tb,"FBgn0039446,FBgn0003668",CG5480,,0.936,Pan-drosophilid
FBgn0250732,gfzf,"FBgn0051492,FBgn0051329,FBgn0037479,FBgn0053546,FBgn0002305",CG33546,"CG10065,CG31492,CG31329",0.251,Diptera
FBgn0250746,Prosbeta7,"FBgn0243587,FBgn0062092,FBgn0037314",CG12000,,0.285,Eukaryota
FBgn0250753,kra,"FBgn0061514,FBgn0046382,FBgn0010791,FBgn0037346,FBgn0011418",CG2922,,0.184,Eukaryota
FBgn0250754,CG42232,"FBgn0038434,FBgn0026006,FBgn0038433",CG42232,"CG14897,CG14896",0.335,Pan-drosophilid
FBgn0250755,CG42233,"FBgn0039878,FBgn0039880",CG42233,"CG2112,CG11574",0.609,Eukaryota
FBgn0250757,CG42235,"FBgn0039392,FBgn0039389,FBgn0051090,FBgn0039390,FBgn0039391,FBgn0039393,FBgn0039394",CG42235,"CG8966,CG8957,CG8934,CG8932,CG31090,CG8951,CG14539",0.829,Pan-drosophilid
FBgn0250785,vari,"FBgn0010560,FBgn0032885,FBgn0025170",CG9326,,0.319,Diptera
FBgn0250786,Chd1,"FBgn0016132,FBgn0040118",CG3733,,0.295,Eukaryota
FBgn0250788,beta-Spec,"FBgn0027278,FBgn0026686,FBgn0026676,FBgn0025269,FBgn0003471,FBgn0026229",CG5870,,0.204,Bilateria
FBgn0250789,alpha-Spec,"FBgn0026231,FBgn0064128,FBgn0025219,FBgn0002180,FBgn0003470",CG1977,,0.24,Bilateria
FBgn0250791,alphaSnap,"FBgn0011712,FBgn0029028,FBgn0029029",CG6625,,0.27,Eukaryota
FBgn0250814,UQCR-C2,"FBgn0036642,FBgn0025538,FBgn0046299",CG4169,,0.424,Eukaryota
FBgn0250815,Jon65Aiv,"FBgn0035664,FBgn0001286,FBgn0046283",CG6467,,0.741,Diptera
FBgn0250816,AGO3,"FBgn0086780,FBgn0066316,FBgn0058300,FBgn0069062",CG40300,,0.588,Pan-drosophilid
FBgn0250817,CR40465,"FBgn0058465,FBgn0061460",CR40465,,0.951,Pan-drosophilid
FBgn0250819,CG33521,"FBgn0053521,FBgn0022341,FBgn0025215,FBgn0025232,FBgn0052015,FBgn0062975",CG33521,"CG32015,CG17467",0.49,Bilateria
FBgn0250820,meigo,"FBgn0038863,FBgn0025240,FBgn0045415",CG5802,,0.385,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0250821,CG14644,"FBgn0037226,FBgn0045388",CG14644,,0.885,Bilateria
FBgn0250823,gish,"FBgn0011253,FBgn0038411,FBgn0062017,FBgn0045173",CG6963,,0.408,Eukaryota
FBgn0250824,CG33655,"FBgn0053655,FBgn0063762,FBgn0045130",CG33655,CR33655,0.507,Pan-drosophilid
FBgn0250830,CG12547,"FBgn0040521,FBgn0058277,FBgn0027702",CG12547,CG40277,0.244,Cellular_Organisms
FBgn0250831,BG642167,"FBgn0083939,FBgn0066987",CG34103,,0.91,mel-subgroup
FBgn0250832,Dup99B,"FBgn0024381,FBgn0053495,FBgn0066985",CG33495,,0.898,mel-subgroup
FBgn0250834,CG33308,"FBgn0082664,FBgn0053308,FBgn0086609,FBgn0066956",CG33308,,0.885,Pan-drosophilid
FBgn0250835,CG15394,"FBgn0031439,FBgn0066938",CG15394,,0.86,mel-group
FBgn0250836,CG8628,"FBgn0035744,FBgn0066925",CG8628,,0.809,Bilateria
FBgn0250837,dUTPase,"FBgn0013349,FBgn0027890,FBgn0066921",CG4584,,0.406,Cellular_Organisms
FBgn0250838,CG30415,"FBgn0050415,FBgn0034857,FBgn0066919",CG30415,CG3487,0.332,Diptera
FBgn0250839,CG2016,"FBgn0037289,FBgn0066915",CG2016,,0.722,Diptera
FBgn0250841,CG17242,"FBgn0042188,FBgn0066888",CG17242,,0.941,mel-group
FBgn0250842,CG17575,"FBgn0033776,FBgn0066885",CG17575,,0.943,Bilateria
FBgn0250843,Prosalpha6,"FBgn0003151,FBgn0066882",CG4904,,0.19,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0250844,CG4218,"FBgn0028881,FBgn0066880,FBgn0066865",CG4218,,0.881,Pan-drosophilid
FBgn0250845,CG1288,"FBgn0037484,FBgn0046235,FBgn0062509,FBgn0066879",CG1288,,0.889,Pan-drosophilid
FBgn0250846,glob2,"FBgn0037458,FBgn0066877",CG15180,,0.908,Diptera
FBgn0250848,26-29-p,"FBgn0028967,FBgn0024586,FBgn0066875",CG8947,,0.284,Eukaryota
FBgn0250849,CG32388,"FBgn0045806,FBgn0044595,FBgn0047300,FBgn0052388,FBgn0063764,FBgn0066867",CG32388,,0.397,Pan-drosophilid
FBgn0250850,rig,"FBgn0050149,FBgn0010589,FBgn0034531,FBgn0034533,FBgn0066866",CG30149,"CG13440,CG11171",0.433,Bilateria
FBgn0250862,CG42237,FBgn0003193,CG42237,CG4346,0.666,Bilateria
FBgn0250871,pot,"FBgn0025738,FBgn0030355",CG2467,,0.625,Diptera
FBgn0250874,ttm50,"FBgn0024978,FBgn0020428",CG2713,,0.348,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0250903,lmgA,"FBgn0029004,FBgn0010539,FBgn0032056,FBgn0085469",CG34440,CG18042,0.99,Eukaryota
FBgn0250904,CG34434,"FBgn0085463,FBgn0029776,FBgn0029777",CG34434,"CG17763,CG15780",0.86,mel-group
FBgn0250906,Pgk,"FBgn0003075,FBgn0014416,FBgn0013525",CG3127,,0.376,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0250907,Cht3,"FBgn0022701,FBgn0063117,FBgn0022703",CG18140,CG17682,0.646,Cellular_Organisms
FBgn0250908,beat-VII,"FBgn0039447,FBgn0039445",CG42242,"CG14248,CG14249",0.781,Pan-drosophilid
FBgn0250910,Octbeta3R,"FBgn0053959,FBgn0038061,FBgn0046559,FBgn0046560,FBgn0051348,FBgn0051350,FBgn0051351,FBgn0038060,FBgn0054055",CG42244,"CG34055,CG18554,CG33959,CG31350,CG31348,CG31351,CG7078",0.744,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0259099,DCX-EMAP,"FBgn0036456,FBgn0040242,FBgn0036455",CG42247,"CG13467,CG13466",0.804,Eukaryota
FBgn0259101,CG42249,"FBgn0030264,FBgn0030265",CG42249,"CG11126,CG1961",0.82,Pan-drosophilid
FBgn0259108,futsch,"FBgn0015390,FBgn0029577,FBgn0085416,FBgn0029578,FBgn0025392,FBgn0243483",CG34387,"CG14772,CG3064",0.71,Bilateria
FBgn0259110,mmd,"FBgn0030712,FBgn0030713,FBgn0041109,FBgn0030714",CG42252,"CG9163,CG15604,CG15603",0.763,Bilateria
FBgn0259111,Ndae1,"FBgn0031899,FBgn0021952,FBgn0063801,FBgn0051906",CG42253,"CG31906,CG4675",0.443,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0259112,CR42254,"FBgn0050478,FBgn0033965",CR42254,"CG12854,CR30478,CG42254",0.473,mel-subgroup
FBgn0259113,DNApol-alpha180,"FBgn0004493,FBgn0010016,FBgn0041636",CG6349,,0.482,Eukaryota
FBgn0259139,glo,"FBgn0037954,FBgn0062090,FBgn0069092",CG6946,,0.287,Eukaryota
FBgn0259140,CG42255,"FBgn0052092,FBgn0036209,FBgn0052094",CG42255,"CG32094,CG32092,CG5956",0.734,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0259143,CG42258,"FBgn0062447,FBgn0030393,FBgn0030392",CG42258,"CG17788,CG15926",0.3,Pan-drosophilid
FBgn0259145,CG42260,"FBgn0034777,FBgn0034775",CG42260,"CG3536,CG13530",0.791,Bilateria
FBgn0259146,CG42261,"FBgn0039399,FBgn0039400",CG42261,"CG8968,CG14541",0.806,Pan-drosophilid
FBgn0259148,CG42263,,CG42263,,0.848,mel-subgroup
FBgn0259149,CG42264,"FBgn0029806,FBgn0029805",CG42264,"CG15769,CG15768",0.936,Pan-drosophilid
FBgn0259150,CG42265,"FBgn0029781,FBgn0029780,FBgn0029782",CG42265,"CG17758,CG15777,CG15776",0.84,Bilateria
FBgn0259151,CG42266,"FBgn0051737,FBgn0028898,FBgn0051818",CG42266,"CG31818,CG31737,CG18115",0.85,Pan-drosophilid
FBgn0259152,Clbn,"FBgn0069903,FBgn0039281",CG11847,,0.206,Cellular_Organisms
FBgn0259162,RunxB,"FBgn0031121,FBgn0031122",CG42267,"CG15454,CG15455",0.891,Bilateria
FBgn0259163,CG42268,"FBgn0052044,FBgn0036042,FBgn0052046,FBgn0036041",CG42268,"CG32044,CG32046,CG6740,CG14170",0.564,Pan-drosophilid
FBgn0259164,CG42269,"FBgn0035671,FBgn0035672",CG42269,"CG6600,CG6596",0.819,Pan-drosophilid
FBgn0259166,CG42271,"FBgn0053248,FBgn0030553,FBgn0053249",CG42271,"CG33248,CG33249,CG1846",0.412,Bilateria
FBgn0259167,CG42272,"FBgn0052415,FBgn0052416",CG42272,"CG32416,CG32415",0.522,Pan-drosophilid
FBgn0259168,mnb,"FBgn0002777,FBgn0030879",CG42273,"CG7826,CG7835",0.439,Eukaryota
FBgn0259170,alpha-Man-Ia,"FBgn0010338,FBgn0042224,FBgn0052684,FBgn0052682",CG42275,"CG32682,CG32684,CG18799,CG17809",0.266,Bilateria
FBgn0259171,Pde9,"FBgn0052648,FBgn0030424,FBgn0030426,FBgn0030427,FBgn0030428",CG42276,"CG3754,CG32648,CG3765,CG3761,CG1627",0.539,Eukaryota
FBgn0259173,corn,"FBgn0028383,FBgn0035745,FBgn0052386,FBgn0052390",CG42278,"CG32390,CG32386,CG8621",0.474,Diptera
FBgn0259174,Nedd4,"FBgn0036736,FBgn0052184",CG42279,"CG32184,CG7555",0.239,Eukaryota
FBgn0259175,ome,"FBgn0002997,FBgn0036444,FBgn0040810,FBgn0042089,FBgn0052145,FBgn0052143",CG42280,"CG32143,CG32145,CG9370,CG17705",0.633,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0259176,bun,"FBgn0010460,FBgn0010670,FBgn0011724,FBgn0014385,FBgn0051857",CG42281,"CG5461,CG31857",0.214,Bilateria
FBgn0259178,5PtaseI,"FBgn0051107,FBgn0039263,FBgn0051110,FBgn0064867",CG42283,"CG31110,CG31107,CG7613",0.315,Bilateria
FBgn0259179,CG42284,"FBgn0050264,FBgn0034780,FBgn0050266,FBgn0034779",CG42284,"CG30266,CG30264,CG13529,CG13528",0.914,Bilateria
FBgn0259183,CG42287,FBgn0033896,CG42287,CG13353,0.632,Pan-drosophilid
FBgn0259184,CG42288,FBgn0033896,CG42288,CG13353,0.659,Pan-drosophilid
FBgn0259185,Ir60b,FBgn0035015,CG42289,CG13582,0.941,Pan-drosophilid
FBgn0259187,Ir60d,FBgn0035015,CG42291,CG13582,0.95,Pan-drosophilid
FBgn0259188,Ir7f,FBgn0029967,CG42292,CG15327,0.953,Pan-drosophilid
FBgn0259189,Ir7e,FBgn0029967,CG42293,CG15327,0.989,Pan-drosophilid
FBgn0259190,Ir7d,FBgn0029967,CG42294,CG15327,0.981,Pan-drosophilid
